"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1600000US0643000","Long Beach city, California","167660","3962","54971","2974","59.1","1.7","58245","4219","13.8","1.5","45456","5360","N","N","N","N","11.6","1.2","65496","7570","N","N","71860","26620","9.2","1.0","40666","6814","3.6","0.7","58434","26042","32.1","1.7","42225","3984","38.6","1.7","69770","5576","3.2","0.7","34587","4591","39.0","1.7","52003","2736","39.2","1.6","68126","5442","18.7","1.3","42704","7335","100508","2761","62042","4045","46.3","2.5","50794","4365","53.7","2.5","72108","4467","64.2","2.0","83159","4226","24.6","1.9","36337","1970","11.2","1.4","38402","4927","67152","3923","42378","3918","48.1","3.4","42210","4235","37.9","3.1","37077","9408","10.2","1.9","65499","14508","51.9","3.4","42661","7532","39.1","3.3","36518","6032","12.7","2.2","80978","15410","35.2","(X)","(X)","(X)","37.5","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"1600000US0644000","Los Angeles city, California","1360164","8307","52024","609","55.7","0.6","61460","804","11.3","0.4","36262","1866","0.7","0.1","39586","4753","12.4","0.3","59436","4371","N","N","80170","46098","16.8","0.4","38402","1644","2.9","0.2","65272","8088","35.9","0.5","40730","792","38.1","0.5","75018","2092","3.9","0.2","29868","2497","39.8","0.6","55716","1228","37.3","0.6","59998","1514","19.1","0.4","39477","1614","810562","7913","58824","1554","44.1","0.7","48028","2048","55.9","0.7","67008","1518","63.9","0.7","76296","1530","25.0","0.7","34174","1744","11.1","0.5","43508","2900","549602","9302","40849","744","50.3","1.0","35948","1535","39.3","0.9","30078","1851","11.0","0.6","67711","5628","49.7","1.0","45776","1802","35.2","1.0","37015","1593","14.5","0.7","75551","4277","41.2","(X)","(X)","(X)","44.4","(X)","(X)","(X)","34.3","(X)","(X)","(X)",
"1600000US0644574","Lynwood city, California","15616","1094","46241","3344","60.0","6.0","46915","7831","N","N","40528","20193","N","N","-","**","N","N","N","N","N","N","-","**","25.4","5.1","45054","6722","N","N","N","N","85.4","4.0","46567","3892","N","N","66524","46479","1.3","1.3","7317","86842","40.0","5.4","41535","6070","46.0","5.3","50709","12219","12.7","3.6","46551","7202","13684","838","46597","3519","N","N","40389","3235","N","N","63940","8450","N","N","62346","3819","N","N","28172","10970","N","N","31045","9474","N","N","27243","15453","N","N","29631","22352","N","N","26746","9482","N","N","57453","40124","N","N","23236","18863","N","N","21366","17339","N","N","38750","21086","47.1","(X)","(X)","(X)","46.0","(X)","(X)","(X)","40.8","(X)","(X)","(X)",
"1600000US0645484","Manteca city, California","23005","1425","60716","5121","75.8","4.4","59920","6908","N","N","74400","20837","N","N","-","**","N","N","81896","12753","N","N","N","N","N","N","55663","16756","N","N","65152","53550","32.5","4.7","57721","6027","53.9","5.2","61612","10390","2.1","1.5","55232","66195","35.6","5.2","62791","13306","42.0","4.8","67562","6755","20.3","3.8","36938","21700","17473","1023","66233","7288","N","N","62993","8623","N","N","69893","11287","N","N","75812","5534","N","N","29024","7435","N","N","54840","8459","5532","1301","33315","8236","56.3","11.2","28239","8946","46.0","9.4","23832","6105","10.3","7.6","67926","45758","43.7","11.2","47738","33029","31.7","9.9","36678","21615","12.1","6.8","77010","86194","35.4","(X)","(X)","(X)","37.1","(X)","(X)","(X)","30.1","(X)","(X)","(X)",
"1600000US0646842","Menifee city, California","28384","1446","57204","4940","71.2","4.3","59583","4414","N","N","73398","39674","N","N","N","N","N","N","52292","49822","N","N","175328","145533","N","N","42554","14635","N","N","43597","34071","24.6","3.8","50492","12136","57.9","4.0","60500","5841","1.8","1.2","50171","14650","31.2","4.1","77443","8277","35.8","4.3","61783","10479","31.2","3.6","36056","5441","21012","1017","69743","7314","N","N","73519","8075","N","N","64599","11666","N","N","78876","7355","N","N","39696","16969","N","N","47511","13379","7372","1178","32755","6196","53.6","8.3","28210","4227","47.7","8.1","27745","5398","6.0","3.0","43771","26410","46.4","8.3","44302","9996","34.1","7.2","36840","9774","12.3","5.7","51694","32479","36.5","(X)","(X)","(X)","32.9","(X)","(X)","(X)","44.9","(X)","(X)","(X)",
"1600000US0646898","Merced city, California","25848","1533","34321","4638","57.0","5.0","39274","7562","N","N","22632","16104","N","N","N","N","N","N","32101","26732","N","N","-","**","26.2","4.6","31350","7702","N","N","N","N","42.0","4.8","32152","3794","42.5","5.1","41454","12330","9.0","3.4","20951","17135","36.9","5.4","35495","6558","34.1","4.7","34654","12216","20.0","3.4","35806","8587","18284","1422","38159","3908","N","N","33500","6870","N","N","46786","9611","N","N","62938","7500","N","N","24661","4635","N","N","24780","16043","7564","1453","21476","3677","50.8","10.3","18952","11286","42.8","9.6","15000","6603","8.0","5.4","64184","40184","49.2","10.3","21812","5206","37.1","9.9","21417","7697","12.1","8.0","22169","9802","41.5","(X)","(X)","(X)","40.0","(X)","(X)","(X)","40.0","(X)","(X)","(X)",
"1600000US0647766","Milpitas city, California","22756","1297","102200","16435","23.1","3.7","82338","29633","N","N","65917","62767","N","N","-","**","65.2","4.5","122071","10092","N","N","-","**","N","N","74985","10217","N","N","N","N","N","N","73575","18086","N","N","86444","35460","N","N","64919","53969","N","N","124540","19389","N","N","113966","18132","N","N","45412","13466","18787","922","115337","12846","N","N","126733","23655","N","N","94597","19275","N","N","128309","11695","N","N","70388","27018","N","N","68517","23376","3969","1091","45280","19447","47.8","13.5","31104","25356","42.4","12.9","21302","23987","5.4","4.4","139750","56637","52.2","13.5","86514","35961","29.8","11.9","68110","48450","22.4","12.3","144714","106442","27.0","(X)","(X)","(X)","28.3","(X)","(X)","(X)","19.7","(X)","(X)","(X)",
"1600000US0648256","Mission Viejo city, California","33575","1667","106104","10200","83.5","2.9","106389","12453","N","N","N","N","N","N","-","**","N","N","141373","33153","N","N","-","**","N","N","63638","31288","N","N","142225","85544","N","N","94705","20608","75.0","3.4","110085","14416","0.7","0.7","135264","150947","22.9","3.3","103348","26836","46.3","3.7","140464","8442","30.2","3.3","64829","13164","25434","1271","126749","8272","N","N","125105","23271","N","N","127332","9450","N","N","137336","9091","N","N","51862","37168","N","N","76266","65719","8141","1388","60520","18251","57.0","8.3","35949","13996","49.6","8.0","29263","15296","7.4","4.3","132917","139548","43.0","8.3","80701","19117","29.4","7.4","61004","13981","13.6","6.7","136537","53088","32.5","(X)","(X)","(X)","32.9","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"1600000US0648354","Modesto city, California","70114","2173","51901","3042","78.6","2.3","52302","4804","N","N","26871","15557","N","N","N","N","6.6","1.4","66081","22529","N","N","56572","24094","6.9","1.4","49842","9577","N","N","25299","8734","31.1","2.6","50925","2914","55.6","2.4","54895","6866","4.3","1.3","39297","25102","33.9","2.5","55914","5205","38.2","2.7","59851","7248","23.5","2.1","39563","8070","48320","2038","57354","3593","48.7","3.9","47850","6564","51.3","3.9","69446","7083","65.2","3.8","71284","4961","22.6","3.2","32203","6108","12.3","3.1","51660","4804","21794","2439","37393","7509","48.4","4.9","30870","5365","40.2","4.2","27023","4908","8.2","2.6","75241","7085","51.6","4.9","40805","4739","37.7","5.1","35770","12372","14.0","4.0","56099","15918","38.8","(X)","(X)","(X)","40.7","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"1600000US0649270","Moreno Valley city, California","52091","1784","56025","3345","43.5","2.8","61016","3615","20.5","2.5","47597","11330","N","N","115775","101492","N","N","66012","25975","N","N","40091","31605","29.0","3.3","50435","7535","N","N","68917","10456","50.2","3.4","49813","3872","23.0","2.5","73853","7345","2.7","0.9","36414","12802","40.6","3.1","54553","7994","41.4","3.3","64709","6930","15.3","2.3","44133","7936","43577","1688","56278","3325","51.3","3.9","48019","2579","48.7","3.9","64458","5649","68.7","3.8","64584","3617","22.1","3.5","32453","7666","9.2","2.4","44474","13508","8514","1261","40447","5800","52.5","6.9","37185","9258","43.7","7.7","30965","9309","8.8","3.7","80691","42930","47.5","6.9","41698","4810","30.1","5.9","40016","7913","17.4","6.5","54270","30731","45.4","(X)","(X)","(X)","44.9","(X)","(X)","(X)","37.0","(X)","(X)","(X)",
"1600000US0649670","Mountain View city, California","32514","1827","120102","7978","64.3","3.6","112349","13283","N","N","133566","72176","N","N","-","**","N","N","148531","20815","N","N","-","**","N","N","56213","32624","N","N","127196","20444","N","N","79219","27164","56.6","4.3","120499","14996","6.0","2.0","52387","63699","46.1","4.0","134901","15171","33.7","3.8","123293","34226","14.1","2.2","61242","9909","18313","895","144638","15766","N","N","143500","24259","N","N","145940","23026","N","N","165678","12676","N","N","51619","17476","N","N","81925","61182","14201","1741","92036","21890","47.5","6.5","70422","19079","31.4","6.0","52494","15092","16.1","4.3","123827","14618","52.5","6.5","113889","26644","38.0","6.3","91654","37681","14.5","4.7","150964","66676","26.0","(X)","(X)","(X)","28.0","(X)","(X)","(X)","21.3","(X)","(X)","(X)",
"1600000US0650076","Murrieta city, California","33068","1746","74594","7951","72.8","3.9","72444","8670","N","N","85192","46280","N","N","-","**","N","N","91503","12790","N","N","-","**","N","N","60167","55993","N","N","79679","52097","21.7","4.3","67167","13454","60.4","4.4","74429","11963","2.4","1.5","32430","55166","30.6","4.6","86537","9431","46.8","5.0","90707","9305","20.2","3.1","44020","6814","26166","1237","78920","9661","N","N","71928","10754","N","N","85700","12445","N","N","92053","4638","N","N","39668","8496","N","N","61290","20266","6902","1251","48653","9911","70.9","9.8","37083","8512","61.8","10.7","35860","4868","9.1","6.4","102228","151222","29.1","9.8","66661","14157","21.6","9.6","65075","17308","7.5","5.4","86122","10350","30.1","(X)","(X)","(X)","29.7","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"1600000US0650258","Napa city, California","27905","1013","74315","5552","79.1","3.8","81222","5037","N","N","-","**","N","N","35382","9906","N","N","N","N","N","N","-","**","N","N","60728","17757","N","N","70563","35707","27.2","2.7","60907","12004","66.9","3.2","82696","8156","1.6","1.2","50931","2897","34.7","3.3","72234","7812","36.8","3.1","94984","12685","26.9","3.2","58728","8045","18510","1022","75817","6053","N","N","67790","4529","N","N","93082","12051","N","N","89323","9777","N","N","56723","28322","N","N","49456","26857","9395","1278","55877","9699","61.5","6.7","50452","8323","48.9","6.9","42021","11447","12.6","4.7","61979","45081","38.5","6.7","80520","17261","28.3","6.5","62149","31920","10.2","4.5","102526","39567","40.4","(X)","(X)","(X)","45.3","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"1600000US0651182","Newport Beach city, California","36146","1811","123351","17273","88.4","2.7","123681","17188","N","N","-","**","N","N","-","**","N","N","107149","85686","N","N","-","**","N","N","N","N","N","N","230127","142402","N","N","115951","45641","84.8","2.9","125026","17533","1.5","1.0","9945","50257","24.8","3.5","130004","30036","41.5","3.9","149597","25523","32.2","3.3","104457","20020","22177","1222","169967","33598","N","N","200432","44242","N","N","156340","24935","N","N","200883","20049","N","N","50497","14348","N","N","80828","42870","13969","1689","77683","14891","53.8","6.5","71826","22142","43.5","6.8","60659","11997","10.3","4.7","130659","24875","46.2","6.5","80665","18776","33.1","6.7","80849","25561","13.0","4.3","79401","46246","37.0","(X)","(X)","(X)","37.5","(X)","(X)","(X)","36.2","(X)","(X)","(X)",
"1600000US0652526","Norwalk city, California","27139","1366","58957","5481","42.4","4.8","60040","6455","N","N","48776","17575","N","N","-","**","16.4","3.2","66791","15541","N","N","62000","27303","31.3","4.4","56797","10056","N","N","45344","36488","63.4","4.3","56722","6185","12.6","3.0","66417","17885","1.1","1.0","46415","37346","34.8","4.7","62315","7251","47.7","4.4","64561","10185","16.4","2.6","36443","8019","22437","1040","61840","5205","41.9","4.9","56553","8104","58.1","4.9","69923","6815","68.5","4.9","70796","8398","23.4","4.6","46301","7102","8.1","2.5","65636","10229","4702","1048","36795","6104","54.3","10.7","30319","14060","46.9","11.3","21783","11290","7.4","5.3","62065","71890","45.7","10.7","48308","20554","29.7","9.6","37055","20186","16.0","8.3","64559","35214","43.0","(X)","(X)","(X)","44.3","(X)","(X)","(X)","34.5","(X)","(X)","(X)",
"1600000US0653000","Oakland city, California","161104","3269","58807","3337","41.1","1.7","85672","4036","28.3","1.5","34900","3499","N","N","56364","21628","15.0","1.1","47551","7283","N","N","31959","3194","10.0","1.1","44868","4620","4.5","0.6","60487","7519","17.9","1.2","50248","3883","34.4","1.6","96718","6758","2.9","0.7","38658","11814","41.5","1.8","65181","4728","35.6","2.0","61865","4440","20.0","1.3","41215","4516","90804","2664","62838","4988","45.2","2.3","49319","6032","54.8","2.3","78040","6824","63.7","2.3","92294","7811","25.0","2.0","32574","6695","11.3","1.9","36281","9422","70300","3693","48341","4081","51.2","2.8","47384","7065","38.6","2.6","35017","6357","12.7","1.6","89075","16175","48.8","2.8","49118","5381","34.2","2.8","40786","4609","14.6","2.0","79946","9606","35.4","(X)","(X)","(X)","37.5","(X)","(X)","(X)","30.0","(X)","(X)","(X)",
"1600000US0653322","Oceanside city, California","64200","2712","60720","3282","80.2","2.7","61513","3191","N","N","46839","14112","N","N","N","N","N","N","78629","13670","N","N","95984","8820","N","N","42277","16395","N","N","50050","22432","23.6","2.8","49323","11231","60.3","3.5","64964","6714","3.3","1.2","37602","14531","32.9","3.8","63310","10869","38.3","3.5","74773","7327","25.5","2.3","42650","3973","41893","1781","72068","4928","38.5","4.2","72638","9615","61.5","4.2","71739","5333","74.7","4.4","80632","7612","15.2","3.6","39365","9548","10.1","2.2","50516","27858","22307","2237","42404","4380","48.7","5.1","33646","7138","41.6","5.2","29751","7065","7.1","2.7","57313","41816","51.3","5.1","53478","13383","38.0","5.5","41895","5812","13.3","3.9","82186","13787","31.0","(X)","(X)","(X)","31.4","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
"1600000US0653896","Ontario city, California","48463","1934","57361","3932","41.4","3.1","67457","6217","9.7","2.6","40157","19583","N","N","N","N","6.8","1.6","63550","30410","N","N","-","**","36.8","3.3","46933","4170","N","N","71090","20113","60.2","3.4","53931","6539","21.6","2.6","70296","5684","2.1","1.0","51304","25899","43.9","3.8","59029","6300","40.3","3.3","61046","4971","13.6","2.3","45095","7957","36962","1165","61072","4158","52.8","3.9","50924","10408","47.2","3.9","71006","5192","64.6","4.6","73953","4505","25.1","4.5","37198","6247","10.3","2.4","35271","11098","11501","1599","36453","10905","51.5","7.0","29070","7542","40.8","6.7","22462","9241","10.6","3.7","53265","5680","48.5","7.0","48051","9154","36.1","6.1","30549","8079","12.4","4.5","70957","10838","36.9","(X)","(X)","(X)","36.5","(X)","(X)","(X)","35.8","(X)","(X)","(X)",
"1600000US0653980","Orange city, California","42686","1962","83429","4571","74.2","3.5","86085","6280","N","N","37746","28027","N","N","-","**","13.3","2.4","103901","25821","N","N","-","**","N","N","57233","26893","N","N","57158","17060","24.1","3.0","60633","15599","59.9","3.6","91126","4363","3.4","1.4","24900","21097","32.0","3.6","91016","10075","41.4","4.0","96122","9900","23.2","2.7","48496","5217","30608","1493","92182","6248","N","N","87270","12578","N","N","95411","7204","N","N","103735","16672","N","N","53107","14662","N","N","65147","62461","12078","1622","48660","4135","58.7","6.9","45113","6302","37.7","6.9","38476","20070","21.0","5.4","48637","31388","41.3","6.9","56736","10560","28.2","6.6","51167","10042","13.0","4.6","106771","14744","44.9","(X)","(X)","(X)","45.4","(X)","(X)","(X)","41.8","(X)","(X)","(X)",
"1600000US0654652","Oxnard city, California","50396","1931","59830","3688","77.1","2.7","56011","1953","N","N","88885","12651","N","N","N","N","8.4","1.6","76061","18155","N","N","-","**","5.9","1.2","63868","5444","N","N","83648","23496","62.5","2.8","54094","3930","22.8","2.7","71700","6937","2.0","0.8","27083","16924","38.7","3.2","55719","3559","40.7","3.3","71769","6854","18.5","2.5","54024","11997","40430","1864","60149","4960","53.8","3.9","52059","5232","46.2","3.9","70834","8271","63.3","3.8","72578","5118","26.8","3.4","44813","11954","10.0","2.9","46507","12943","9966","1385","43942","6990","54.2","7.1","39813","7991","37.3","6.0","25643","9230","16.9","6.3","68799","16832","45.8","7.1","48475","8509","35.7","7.9","43002","14947","10.1","4.4","59375","33423","44.0","(X)","(X)","(X)","43.4","(X)","(X)","(X)","34.3","(X)","(X)","(X)",
"1600000US0655156","Palmdale city, California","44629","1896","52014","3464","49.2","3.9","60939","5647","17.9","3.1","33695","13001","N","N","N","N","N","N","59033","29531","N","N","121024","61736","23.6","3.7","46845","4960","N","N","63525","23983","44.2","3.8","48048","4650","30.5","3.5","70894","7596","2.3","1.0","12356","10723","32.6","3.2","50114","4905","47.0","3.8","63262","7737","18.1","2.5","38230","7417","35496","1260","54935","4186","51.6","3.9","47751","6694","48.4","3.9","62427","8506","66.7","3.8","69790","9990","25.2","3.6","30091","8292","8.1","2.0","50848","11462","9133","1557","26980","7532","59.5","8.7","19765","8442","52.3","8.8","18085","7503","7.1","4.2","40453","6978","40.5","8.7","45074","11451","29.7","7.2","42414","18677","10.8","6.3","46457","52809","37.6","(X)","(X)","(X)","38.0","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"1600000US0655282","Palo Alto city, California","26030","1281","147737","17599","65.7","3.4","143281","19743","N","N","N","N","N","N","-","**","28.4","3.5","159125","30125","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","62.2","3.5","150113","16664","N","N","100793","143238","N","N","155888","35032","N","N","184523","12161","N","N","80248","10797","17294","969","175923","17230","N","N","230799","38304","N","N","125901","35027","N","N","196036","25264","N","N","71198","38848","N","N","126406","90904","8736","1478","80258","18499","64.7","7.4","57046","13880","52.9","7.8","44778","22177","11.8","5.5","170346","126657","35.3","7.4","140214","26524","25.7","6.9","137092","45140","9.6","3.6","186987","105448","28.3","(X)","(X)","(X)","29.1","(X)","(X)","(X)","23.9","(X)","(X)","(X)",
"1600000US0656000","Pasadena city, California","52636","2123","77312","4542","55.5","3.5","90865","9854","10.2","2.1","46331","14077","N","N","-","**","16.9","2.8","82051","12530","N","N","-","**","14.0","2.5","41840","13317","N","N","75856","17998","25.6","2.9","59583","9421","44.3","3.3","100607","8049","3.1","1.2","44977","31246","39.2","3.4","80518","5635","34.1","3.1","95968","11620","23.6","2.3","59063","7916","31493","1263","88826","8507","39.8","4.0","84563","8288","60.2","4.0","92402","8260","71.1","4.3","111114","9371","19.2","3.7","53031","15401","9.7","2.3","50369","8929","21143","2305","61485","4425","56.2","5.8","58222","8532","43.7","5.4","54661","11623","12.5","3.1","85625","33081","43.8","5.8","70883","21001","31.2","5.3","53263","17527","12.5","3.5","102454","25788","34.9","(X)","(X)","(X)","37.8","(X)","(X)","(X)","30.6","(X)","(X)","(X)",
"1600000US0656700","Perris city, California","15614","1031","55074","7605","34.6","6.1","55356","8074","N","N","61203","12318","N","N","-","**","N","N","38952","23421","N","N","-","**","49.4","6.7","53531","12743","N","N","-","**","67.2","6.5","55329","8559","N","N","51376","13850","N","N","80563","32661","N","N","55861","13133","N","N","58073","6774","N","N","32192","18020","13715","722","55993","6647","N","N","46658","14740","N","N","61260","9977","N","N","56954","8266","N","N","41056","6869","N","N","66743","8426","1899","672","27974","17504","44.1","17.7","N","N","32.4","18.3","N","N","11.7","10.1","N","N","55.9","17.7","N","N","48.3","19.2","N","N","7.6","7.1","N","N","46.4","(X)","(X)","(X)","47.9","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"1600000US0657456","Pittsburg city, California","21934","1161","61878","11110","36.6","5.1","66841","9463","N","N","49728","43607","N","N","61792","61918","N","N","97790","20487","N","N","85010","58909","N","N","53343","18963","N","N","59506","17988","31.5","4.9","66054","14595","26.3","4.4","62493","11213","N","N","26536","26162","N","N","61010","15612","N","N","80242","11518","N","N","37688","14633","16101","964","69070","9070","N","N","52859","8167","N","N","81385","14611","N","N","81484","8226","N","N","56000","17707","N","N","41339","40073","5833","1222","41320","15024","58.8","10.6","27404","24275","43.8","10.3","20097","11473","15.0","8.1","82806","36002","41.2","10.6","54528","26531","21.5","7.8","39661","31656","19.7","11.1","75845","36068","49.1","(X)","(X)","(X)","48.7","(X)","(X)","(X)","45.2","(X)","(X)","(X)",
"1600000US0657792","Pleasanton city, California","27610","1007","134801","16893","64.4","4.2","125859","19876","N","N","N","N","N","N","N","N","N","N","152116","14188","N","N","72361","7449","N","N","118045","23238","N","N","200528","139081","N","N","145252","31581","59.5","4.8","120281","16846","N","N","40019","57700","N","N","152340","10004","N","N","154978","14717","N","N","54137","13571","21512","924","152426","9026","N","N","153306","13776","N","N","152033","11885","N","N","162341","13771","N","N","95469","23297","N","N","80546","36302","6098","1292","53551","15796","64.2","9.0","36937","7105","59.1","9.3","36118","5193","5.1","3.4","68136","28367","35.8","9.0","100758","19654","25.4","8.4","79622","32872","10.4","6.7","123822","106712","26.1","(X)","(X)","(X)","27.1","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"1600000US0658072","Pomona city, California","40843","1828","51266","3394","56.0","3.9","53128","4088","N","N","51358","10758","N","N","43533","32454","11.2","2.0","55565","9637","N","N","-","**","19.4","3.2","42326","7601","N","N","71774","24966","62.7","3.6","49452","4823","15.9","2.7","54248","13287","3.7","1.3","21317","11689","35.2","3.6","52327","5482","42.9","3.8","58322","5449","18.2","2.7","39022","4521","31319","1481","52293","4221","45.5","3.8","47554","6056","54.5","3.8","56267","3707","61.3","3.9","64127","6728","27.6","4.0","36765","6605","11.1","2.7","39216","9530","9524","1433","33569","6785","52.7","8.4","36453","12996","36.9","8.3","28580","7610","15.8","5.4","52780","14997","47.3","8.4","32016","9356","33.4","7.0","31022","10117","13.9","6.6","34077","18165","43.4","(X)","(X)","(X)","42.8","(X)","(X)","(X)","37.0","(X)","(X)","(X)",
"1600000US0659444","Rancho Cordova city, California","24656","1238","59552","8334","64.4","4.5","62660","6709","N","N","44987","14430","N","N","37892","32702","15.5","3.2","72740","13310","N","N","N","N","N","N","55500","52820","N","N","29681","26010","N","N","51939","19785","54.5","4.6","63643","5959","2.8","1.4","37650","16471","42.7","4.4","70291","9514","36.2","4.1","69088","9971","18.3","3.0","36720","12869","17164","1014","67699","5695","N","N","59795","11081","N","N","72795","5617","N","N","82345","10232","N","N","31020","6367","N","N","49178","17398","7492","1378","35581","6384","49.6","8.7","28852","11079","42.3","8.6","22809","6366","7.2","3.8","58372","46347","50.4","8.7","38328","14012","37.5","7.4","37398","11965","12.9","6.0","55259","46118","30.8","(X)","(X)","(X)","30.3","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"1600000US0659451","Rancho Cucamonga city, California","54106","2122","80720","4518","64.9","3.3","82140","6438","N","N","64729","36314","N","N","-","**","11.0","2.3","90632","23078","N","N","-","**","N","N","80633","26763","N","N","54120","18561","30.5","3.8","75723","13087","44.1","3.3","89347","6521","2.8","1.4","38521","21755","35.5","3.8","82475","11402","46.2","3.6","90747","5328","15.5","2.2","51280","12296","41741","1886","85745","7429","50.5","4.6","82207","7291","49.5","4.6","89250","9477","70.9","3.5","101046","6774","18.5","3.2","41940","5996","10.6","2.5","63860","14920","12365","2106","50679","7922","54.7","7.7","38727","5812","44.6","7.5","35625","8886","10.1","4.1","56771","31188","45.3","7.7","57663","23981","36.4","7.8","54242","11673","8.9","3.9","80864","31960","35.9","(X)","(X)","(X)","35.7","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"1600000US0659920","Redding city, California","36937","1694","45490","5756","86.8","2.6","45456","6371","N","N","41030","24884","N","N","48996","26411","N","N","101156","34360","N","N","-","**","N","N","N","N","N","N","35297","30032","N","N","N","N","82.8","2.7","45470","5819","6.8","2.1","26630","16322","29.1","3.1","49271","13520","32.5","3.3","59233","7582","31.6","2.5","40117","6914","22351","1597","56962","6891","N","N","54257","20706","N","N","57405","5309","N","N","71443","7719","N","N","25528","8187","N","N","47232","69119","14586","1939","30429","5546","59.1","6.3","26268","2783","50.4","5.4","24495","4912","8.6","2.7","59375","35308","40.9","6.3","40306","8912","30.2","5.7","37448","9650","10.7","4.0","50647","22120","33.2","(X)","(X)","(X)","35.8","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"1600000US0659962","Redlands city, California","24203","1404","66148","12583","76.9","5.1","72289","9630","N","N","N","N","N","N","-","**","N","N","78732","32132","N","N","-","**","N","N","71975","50105","N","N","N","N","21.7","4.4","65150","19085","61.1","4.7","74325","11321","3.2","1.3","22014","6902","31.8","5.5","73466","25845","38.2","4.5","71500","15992","26.8","4.2","57174","19640","16856","1000","78086","14246","N","N","57115","16779","N","N","88785","18631","N","N","102327","21655","N","N","31735","16863","N","N","46337","65254","7347","1366","46028","5310","55.6","9.8","50746","6962","37.9","8.8","47264","7713","17.6","7.2","55783","6805","44.4","9.8","40089","22288","35.2","9.3","26721","19130","9.2","6.9","73252","17978","28.0","(X)","(X)","(X)","29.6","(X)","(X)","(X)","21.6","(X)","(X)","(X)",
"1600000US0660018","Redondo Beach city, California","29119","1388","101592","10281","79.4","4.4","110518","11400","N","N","N","N","N","N","-","**","N","N","99479","21822","N","N","-","**","N","N","40591","32042","N","N","88797","42413","N","N","84779","20362","73.1","4.5","110199","11599","N","N","34688","96617","N","N","125890","20629","N","N","111065","19956","N","N","70152","9133","17257","1087","120284","14566","N","N","129727","18858","N","N","101755","20003","N","N","133150","14476","N","N","83554","12328","N","N","91143","22987","11862","1648","78868","6979","37.7","7.5","73039","10100","32.2","7.5","65503","10194","5.5","2.6","92050","40371","62.3","7.5","84182","23052","44.3","6.9","76004","19015","18.1","7.1","154419","92220","29.6","(X)","(X)","(X)","31.2","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
